ICAO, latitude, longitude, altitude, yaw, pitch, roll, groundspeed, timestamp
11259137, 37.09658319, -6.73871614, 106.48284912, -3.04294705, 2.95719409, 2.65255070, 5.14729023, 290616
11259137, 37.09662269, -6.73870142, 108.98509979, -3.04634094, 2.96150780, 2.66122317, 5.17198181, 291632
11259137, 37.09666154, -6.73868681, 111.45613861, -3.05430341, 2.97082090, 2.67695498, 5.00426674, 292644
11259137, 37.09670033, -6.73867229, 113.99965668, -3.05527759, 2.97029710, 2.66933966, 4.95229912, 293684
11259137, 37.09673634, -6.73865893, 116.39988708, -3.05364680, 2.97131753, 2.65457249, 5.07113791, 294654
11259137, 37.09677453, -6.73864503, 118.89140320, -3.05151582, 2.96738195, 2.66107893, 5.10073709, 295658
11259137, 37.09681030, -6.73863202, 117.76913452, -0.02572267, 0.21675441, 0.35734949, 6.13009501, 296666
11259137, 37.09681794, -6.73862676, 113.08603668, 0.03337227, -0.08894902, 0.28448898, 4.72227573, 297684
11259137, 37.09680848, -6.73862931, 107.78914642, 0.03020961, -0.08011385, 0.18128495, 5.56839275, 298694
11259137, 37.09679874, -6.73863321, 102.31106567, 0.00365267, -0.03742410, 0.03425650, 5.17190409, 299702
11259137, 37.09679450, -6.73863557, 97.13684845, 3.14109468, -3.12436509, 3.12977362, 4.98374224, 300716
11259137, 37.09679359, -6.73863670, 91.94621277, 3.14137459, -3.12775207, 3.13636971, 5.01451778, 301730
11259137, 37.09679341, -6.73863726, 87.07758331, -0.00023879, -0.00848138, 0.00608692, 4.93952656, 302722
11259137, 37.09679306, -6.73863745, 81.93768311, -0.00002196, -0.01024269, 0.01246796, 4.97284842, 303730
11259137, 37.09679253, -6.73863751, 76.89768219, 0.00035201, -0.01391096, 0.01988367, 5.23446321, 304756
11259137, 37.09679183, -6.73863761, 71.74980164, 0.00070227, -0.01125850, 0.01555575, 4.96405602, 305768
11259137, 37.09679113, -6.73863762, 66.74317932, 0.00045982, -0.01619325, 0.01489502, 4.95146751, 306778
11259137, 37.09679053, -6.73863779, 61.87585068, 0.00037790, -0.01726756, 0.01687967, 5.23222542, 307756
11259137, 37.09679000, -6.73863800, 56.73892212, 0.00020558, -0.01616863, 0.00991299, 4.98700571, 308774
11259137, 37.09678958, -6.73863823, 51.70932007, 0.00060227, -0.01521528, 0.01135207, 4.88709164, 309784
11259137, 37.09678916, -6.73863838, 46.72755051, 0.00020706, -0.01749180, 0.01053751, 4.92850161, 310788
11259137, 37.09678870, -6.73863861, 41.57231140, 0.00008834, -0.01531343, 0.00686914, 4.93464470, 311798
11259137, 37.09678835, -6.73863879, 36.40488434, 0.00034842, -0.01037239, 0.00740066, 4.98154306, 312842
